amount,year,month,day,category_Bills & Fees,category_Food & Drinks,category_Transport,account_Cash,account_Metro Card,account_Salary Bank,account_Savings Bank,type_EXPENSE,type_INCOME,type_TRANSFER,Cluster,Label,Label_Pred,Status
2000.0,2023,12,18,False,False,True,False,False,False,True,False,True,False,1,0,0,Normal
30000.0,2023,12,15,False,True,False,True,False,False,False,False,True,False,0,1,1,Anomali
40000.0,2023,12,15,False,True,False,False,False,False,True,False,True,False,0,1,1,Anomali
25000.0,2023,12,9,True,False,False,False,False,False,True,False,True,False,0,1,1,Anomali
95000.0,2023,12,8,False,False,True,True,False,False,False,False,True,False,1,0,0,Normal
80000.0,2023,12,6,False,False,True,True,False,False,False,False,True,False,1,0,0,Normal
220000.0,2023,12,1,True,False,False,False,False,False,True,False,True,False,0,1,1,Anomali
35000.0,2023,11,29,False,False,True,False,False,False,True,False,True,False,1,0,0,Normal
20000.0,2023,11,19,False,False,True,True,False,False,False,False,True,False,1,0,0,Normal
13200.0,2023,11,14,False,False,True,False,False,False,True,False,True,False,1,0,0,Normal
35000.0,2023,11,3,True,False,False,False,False,False,True,False,True,False,0,1,1,Anomali
35000.0,2023,10,31,True,False,False,False,False,False,True,False,True,False,0,1,1,Anomali
600000.0,2023,10,25,True,False,False,False,False,False,True,False,True,False,0,1,1,Anomali
200000.0,2023,10,24,True,False,False,False,False,False,True,False,True,False,0,1,1,Anomali
60000.0,2023,10,22,True,False,False,False,False,False,True,False,True,False,0,1,1,Anomali
20000.0,2023,10,18,False,False,True,False,False,False,True,False,True,False,1,0,0,Normal
35000.0,2023,10,16,True,False,False,False,False,False,True,False,True,False,0,1,1,Anomali
8000.0,2023,10,15,False,False,True,True,False,False,False,False,True,False,1,0,0,Normal
90000.0,2023,10,5,True,False,False,True,False,False,False,False,True,False,0,1,1,Anomali
3000.0,2023,9,25,True,False,False,False,False,False,True,False,True,False,0,1,1,Anomali
35000.0,2023,9,21,False,False,True,False,False,False,True,False,True,False,1,0,0,Normal
30000.0,2023,9,15,False,True,False,False,False,False,True,False,True,False,0,1,1,Anomali
35000.0,2023,9,6,False,False,True,False,False,False,True,False,True,False,1,0,0,Normal
50000.0,2023,8,21,True,False,False,True,False,False,False,False,True,False,0,1,1,Anomali
600000.0,2023,8,18,True,False,False,True,False,False,False,False,True,False,0,1,1,Anomali
50000.0,2023,8,16,True,False,False,False,False,False,True,False,True,False,0,1,1,Anomali
200000.0,2023,8,10,False,False,True,True,False,False,False,False,True,False,1,0,0,Normal
100000.0,2023,7,24,False,False,True,True,False,False,False,False,True,False,1,0,0,Normal
35000.0,2023,7,18,False,False,True,False,False,False,True,False,True,False,1,0,0,Normal
210000.0,2023,7,4,False,False,True,True,False,False,False,False,True,False,1,0,0,Normal
84000.0,2023,7,4,False,False,True,False,False,False,True,False,True,False,1,0,0,Normal
35000.0,2023,6,10,True,False,False,False,False,False,True,False,True,False,0,1,1,Anomali
3000.0,2023,6,9,False,False,True,True,False,False,False,False,True,False,1,0,0,Normal
7000.0,2023,5,28,False,False,True,True,False,False,False,False,True,False,1,0,0,Normal
153000.0,2023,5,28,False,False,True,True,False,False,False,False,True,False,1,0,0,Normal
150000.0,2023,5,20,False,False,True,False,False,False,True,False,True,False,1,0,0,Normal
35000.0,2023,5,20,False,False,True,False,False,False,True,False,True,False,1,0,0,Normal
30000.0,2023,5,14,False,False,True,True,False,False,False,False,True,False,1,0,0,Normal
35000.0,2023,5,13,False,False,True,False,False,False,True,False,True,False,1,0,0,Normal
40000.0,2023,5,9,False,False,True,True,False,False,False,False,True,False,1,0,0,Normal
50430.0,2023,5,5,True,False,False,False,False,False,True,False,True,False,0,1,1,Anomali
40000.0,2023,5,5,False,True,False,True,False,False,False,False,True,False,0,1,1,Anomali
10000.0,2023,5,2,False,False,True,True,False,False,False,False,True,False,1,0,0,Normal
100000.0,2023,4,28,True,False,False,True,False,False,False,False,True,False,0,1,1,Anomali
35000.0,2023,4,26,False,False,True,False,False,False,True,False,True,False,1,0,0,Normal
200000.0,2023,4,26,True,False,False,False,True,False,False,False,True,False,0,1,1,Anomali
130640.0,2023,4,25,True,False,False,False,False,False,True,False,True,False,0,1,1,Anomali
35000.0,2023,4,22,True,False,False,False,False,False,True,False,True,False,0,1,1,Anomali
7000.0,2023,4,22,False,False,True,True,False,False,False,False,True,False,1,0,0,Normal
300000.0,2023,4,22,False,False,True,False,False,False,True,False,True,False,1,0,0,Normal
139000.0,2023,4,22,False,False,True,False,True,False,False,False,True,False,1,0,0,Normal
35000.0,2023,4,22,False,False,True,False,False,False,True,False,True,False,1,0,0,Normal
250000.0,2023,4,22,False,False,True,True,False,False,False,False,True,False,1,0,0,Normal
