amount,year,month,day,category_Bills & Fees,category_Food & Drinks,category_Transport,account_Cash,account_Metro Card,account_Salary Bank,account_Savings Bank,type_EXPENSE,type_INCOME,type_TRANSFER,Cluster,Label,Label_Pred,Status
30000.0,2024,6,28,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
10000.0,2024,6,28,False,True,False,True,False,False,False,True,False,False,1,1,1,Anomali
10000.0,2024,6,28,False,True,False,True,False,False,False,True,False,False,1,1,1,Anomali
358000.0,2024,6,28,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
40000.0,2024,6,27,False,True,False,True,False,False,False,True,False,False,1,1,1,Anomali
20000.0,2024,6,27,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
20000.0,2024,6,27,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
207000.0,2024,6,27,False,True,False,True,False,False,False,True,False,False,1,1,1,Anomali
100000.0,2024,6,27,True,False,False,True,False,False,False,True,False,False,0,0,0,Normal
95000.0,2024,6,27,False,True,False,True,False,False,False,True,False,False,1,1,1,Anomali
50000.0,2024,6,27,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
500000.0,2024,6,27,True,False,False,True,False,False,False,True,False,False,0,0,0,Normal
150000.0,2024,6,27,True,False,False,False,False,False,True,True,False,False,1,1,1,Anomali
20000.0,2024,6,27,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
10000.0,2024,6,27,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
200000.0,2024,6,27,True,False,False,True,False,False,False,True,False,False,0,0,0,Normal
200000.0,2024,6,26,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,6,26,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,6,24,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
240000.0,2024,6,23,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,6,23,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
70000.0,2024,6,23,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
102000.0,2024,6,23,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
44000.0,2024,6,23,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
600000.0,2024,6,23,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
40000.0,2024,6,21,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
60000.0,2024,6,20,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,6,20,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
259000.0,2024,6,20,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,6,19,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,6,17,False,True,False,True,False,False,False,True,False,False,1,1,1,Anomali
260000.0,2024,6,17,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
20000.0,2024,6,17,False,True,False,True,False,False,False,True,False,False,1,1,1,Anomali
250000.0,2024,6,17,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
120000.0,2024,6,17,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
500000.0,2024,6,16,True,False,False,True,False,False,False,True,False,False,0,0,0,Normal
170000.0,2024,6,16,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
200000.0,2024,6,16,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
500000.0,2024,6,16,True,False,False,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,6,16,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
500000.0,2024,6,15,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,6,14,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
100000.0,2024,6,14,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
208500.0,2024,6,13,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
200000.0,2024,6,13,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
10000.0,2024,6,11,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
30000.0,2024,6,10,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
200000.0,2024,6,9,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
799000.0,2024,6,9,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
198880.0,2024,6,9,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
500000.0,2024,6,7,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
90000.0,2024,6,7,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,6,7,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,6,7,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
175000.0,2024,6,5,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
200000.0,2024,6,5,True,False,False,False,False,False,True,True,False,False,1,1,1,Anomali
30000.0,2024,6,5,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
67000.0,2024,6,5,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
155000.0,2024,6,5,True,False,False,False,False,False,True,True,False,False,1,1,1,Anomali
10000.0,2024,6,5,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
199000.0,2024,6,5,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
200000.0,2024,6,4,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
90000.0,2024,6,3,False,True,False,True,False,False,False,True,False,False,1,1,1,Anomali
300000.0,2024,6,3,True,False,False,False,False,False,True,True,False,False,1,1,1,Anomali
100000.0,2024,6,3,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
520000.0,2024,5,31,False,True,False,False,False,False,True,True,False,False,1,1,1,Anomali
54000.0,2024,5,31,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
30000.0,2024,5,31,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,5,31,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
10000.0,2024,5,31,True,False,False,True,False,False,False,True,False,False,0,0,0,Normal
190000.0,2024,5,30,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,5,30,True,False,False,False,False,False,True,True,False,False,1,1,1,Anomali
35000.0,2024,5,29,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
30000.0,2024,5,29,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
160000.0,2024,5,28,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
30000.0,2024,5,28,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,5,28,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,5,28,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
155000.0,2024,5,27,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
500000.0,2024,5,27,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
56000.0,2024,5,27,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
30000.0,2024,5,27,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
4000.0,2024,5,26,True,False,False,True,False,False,False,True,False,False,0,0,0,Normal
250000.0,2024,5,26,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,5,26,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,5,25,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
60000.0,2024,5,25,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
70000.0,2024,5,25,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,5,25,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
40000.0,2024,5,24,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
20000.0,2024,5,24,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
30000.0,2024,5,24,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
555000.0,2024,5,24,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
30000.0,2024,5,23,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
259000.0,2024,5,21,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
470820.0,2024,5,21,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
10000.0,2024,5,21,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
50000.0,2024,5,21,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,5,21,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,5,21,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
40000.0,2024,5,21,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
75000.0,2024,5,20,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,5,20,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,5,19,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,5,19,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
14000.0,2024,5,19,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
30000.0,2024,5,17,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
30000.0,2024,5,16,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
130000.0,2024,5,15,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
220000.0,2024,5,15,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,5,15,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
10000.0,2024,5,15,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,5,15,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
10000.0,2024,5,14,False,True,False,True,False,False,False,True,False,False,1,1,1,Anomali
20000.0,2024,5,14,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,5,14,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
35000.0,2024,5,14,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
30000.0,2024,5,12,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
60000.0,2024,5,10,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,5,10,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
35000.0,2024,5,10,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
35000.0,2024,5,9,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,5,9,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
30000.0,2024,5,9,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
80000.0,2024,5,8,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
10000.0,2024,5,8,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,5,8,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
35000.0,2024,5,8,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
10000.0,2024,5,8,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,5,7,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
35000.0,2024,5,7,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
120000.0,2024,5,7,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
10000.0,2024,5,7,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
10000.0,2024,5,6,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
100000.0,2024,5,6,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,5,6,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
35000.0,2024,5,6,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
40000.0,2024,5,6,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,5,6,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
30000.0,2024,5,6,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
200000.0,2024,5,4,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,5,4,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,5,3,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
266900.0,2024,5,3,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
50000.0,2024,5,3,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,5,2,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
80000.0,2024,5,2,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
10000.0,2024,5,2,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
20000.0,2024,5,2,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
80000.0,2024,5,2,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
30000.0,2024,5,2,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
199000.0,2024,5,2,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,5,2,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
30000.0,2024,5,1,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
155000.0,2024,5,1,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
60000.0,2024,5,1,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,5,1,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,5,1,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
30000.0,2024,5,1,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
10000.0,2024,4,30,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,30,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,4,30,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
90000.0,2024,4,30,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
10000.0,2024,4,29,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,29,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
80000.0,2024,4,29,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
10000.0,2024,4,29,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,29,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
500000.0,2024,4,28,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
30000.0,2024,4,28,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,4,27,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
40000.0,2024,4,27,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
90000.0,2024,4,27,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
60000.0,2024,4,27,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
120000.0,2024,4,27,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
60000.0,2024,4,27,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,4,27,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,4,27,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
49000.0,2024,4,26,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
500000.0,2024,4,26,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
10000.0,2024,4,26,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
49000.0,2024,4,26,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
120000.0,2024,4,26,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
60000.0,2024,4,26,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,4,26,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,4,25,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,4,25,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
699000.0,2024,4,24,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,4,24,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
50000.0,2024,4,24,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
60000.0,2024,4,24,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
795000.0,2024,4,23,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,4,23,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,23,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,23,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
10000.0,2024,4,22,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,22,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
430000.0,2024,4,22,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
259000.0,2024,4,22,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,4,22,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,4,22,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
30000.0,2024,4,22,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,22,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
40000.0,2024,4,21,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
70000.0,2024,4,21,False,True,False,True,False,False,False,True,False,False,1,1,1,Anomali
25000.0,2024,4,21,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,4,21,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
10000.0,2024,4,21,True,False,False,True,False,False,False,True,False,False,0,0,0,Normal
799000.0,2024,4,20,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
83000.0,2024,4,20,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
88010.0,2024,4,20,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
30000.0,2024,4,20,False,True,False,True,False,False,False,True,False,False,1,1,1,Anomali
10000.0,2024,4,19,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,19,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,19,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
75000.0,2024,4,18,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
130000.0,2024,4,18,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
5000.0,2024,4,17,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,17,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,16,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
10000.0,2024,4,16,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,16,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
10000.0,2024,4,15,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,15,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
60000.0,2024,4,15,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
616320.0,2024,4,15,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,4,15,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
10000.0,2024,4,15,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
30000.0,2024,4,14,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,4,12,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,12,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,12,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
40000.0,2024,4,12,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,10,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
30000.0,2024,4,10,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
70990.0,2024,4,10,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,4,10,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,4,10,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
140000.0,2024,4,10,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,4,8,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
10000.0,2024,4,8,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
30000.0,2024,4,7,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
250000.0,2024,4,7,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
10000.0,2024,4,6,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
10000.0,2024,4,6,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
30000.0,2024,4,6,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
20000.0,2024,4,6,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
30000.0,2024,4,5,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,4,5,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
309840.0,2024,4,5,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
25000.0,2024,4,5,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,4,5,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
75000.0,2024,4,4,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,4,4,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
10000.0,2024,4,3,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,3,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,2,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
35000.0,2024,4,2,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
10000.0,2024,4,2,False,True,False,True,False,False,False,True,False,False,1,1,1,Anomali
60000.0,2024,4,2,False,True,False,True,False,False,False,True,False,False,1,1,1,Anomali
10000.0,2024,4,2,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
199000.0,2024,4,1,True,False,False,False,False,False,True,True,False,False,1,1,1,Anomali
35000.0,2024,4,1,True,False,False,False,False,False,True,True,False,False,1,1,1,Anomali
160000.0,2024,4,1,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
50000.0,2024,4,1,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
50000.0,2024,4,1,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,3,31,False,False,True,False,True,False,False,True,False,False,0,0,0,Normal
10000.0,2024,3,31,False,False,True,True,False,False,False,True,False,False,0,0,0,Normal
35000.0,2024,3,31,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,3,31,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
150000.0,2024,3,31,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,3,30,True,False,False,True,False,False,False,True,False,False,0,0,0,Normal
90000.0,2024,3,29,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
35000.0,2024,3,29,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
60000.0,2024,3,29,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
100000.0,2024,3,28,True,False,False,False,False,True,False,True,False,False,1,1,1,Anomali
250000.0,2024,3,28,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
5000.0,2024,3,28,False,False,True,False,False,True,False,True,False,False,1,1,1,Anomali
70000.0,2024,3,27,False,True,False,True,False,False,False,True,False,False,1,1,1,Anomali
40000.0,2024,3,26,False,True,False,False,False,True,False,True,False,False,1,1,1,Anomali
