amount,year,month,day,category_Bills & Fees,category_Food & Drinks,category_Transport,account_Cash,account_Metro Card,account_Salary Bank,account_Savings Bank,type_EXPENSE,type_INCOME,type_TRANSFER,Cluster
30000.0,2024,3,22,False,False,True,True,False,False,False,True,False,False,1
10000.0,2024,3,22,False,True,False,False,False,True,False,True,False,False,1
80000.0,2024,3,22,False,True,False,False,False,True,False,True,False,False,1
0.0,2024,3,22,False,False,True,False,False,True,False,False,False,True,1
35000.0,2024,3,22,False,False,True,False,True,False,False,True,False,False,1
500000.0,2024,3,21,True,False,False,False,False,True,False,True,False,False,1
259000.0,2024,3,21,True,False,False,False,False,True,False,True,False,False,1
35000.0,2024,3,21,True,False,False,False,False,True,False,False,True,False,1
230000.0,2024,3,21,True,False,False,False,False,True,False,True,False,False,1
200000.0,2024,3,21,False,False,True,False,False,True,False,True,False,False,1
35000.0,2024,3,19,False,False,True,False,True,False,False,True,False,False,1
25000.0,2024,3,19,False,True,False,False,False,True,False,True,False,False,1
35000.0,2024,3,19,False,False,True,False,True,False,False,True,False,False,1
260000.0,2024,3,19,False,True,False,False,False,True,False,True,False,False,1
430000.0,2024,3,19,True,False,False,False,False,True,False,True,False,False,1
35000.0,2024,3,18,False,False,True,False,True,False,False,True,False,False,1
110000.0,2024,3,17,False,False,True,True,False,False,False,True,False,False,1
30000.0,2024,3,16,False,True,False,False,False,True,False,True,False,False,1
35000.0,2024,3,16,True,False,False,False,False,True,False,True,False,False,1
40000.0,2024,3,15,False,True,False,False,False,True,False,True,False,False,1
20000.0,2024,3,15,False,True,False,False,False,True,False,True,False,False,1
35000.0,2024,3,15,False,False,True,False,True,False,False,True,False,False,1
74000.0,2024,3,15,False,False,True,False,False,True,False,True,False,False,1
105000.0,2024,3,14,False,True,False,False,False,True,False,True,False,False,0
30000.0,2024,3,13,False,True,False,False,False,True,False,True,False,False,0
8000.0,2024,3,13,True,False,False,False,False,True,False,True,False,False,0
35000.0,2024,3,12,True,False,False,False,False,True,False,True,False,False,0
60000.0,2024,3,12,True,False,False,False,False,True,False,True,False,False,0
90000.0,2024,3,12,False,True,False,False,False,True,False,True,False,False,0
150000.0,2024,3,12,False,True,False,False,False,True,False,True,False,False,0
30000.0,2024,3,12,False,True,False,False,False,True,False,True,False,False,0
30000.0,2024,3,11,False,True,False,False,False,True,False,True,False,False,0
9000.0,2024,3,10,True,False,False,False,False,True,False,True,False,False,0
35000.0,2024,3,10,True,False,False,False,False,True,False,True,False,False,0
10000.0,2024,3,9,False,True,False,False,False,True,False,True,False,False,0
200000.0,2024,3,9,False,False,True,False,False,True,False,True,False,False,0
10000.0,2024,3,8,False,True,False,False,False,True,False,True,False,False,0
30000.0,2024,3,8,False,True,False,False,False,True,False,True,False,False,0
60000.0,2024,3,7,False,True,False,False,False,True,False,True,False,False,0
